Id,EffectiveDate,EntityCode,CounterpartyId,SecurityId,SecurityType,SecuritySubType,CountryOfExposure,Agreement_Type,MarketValueUSD,Swap_GL,Swap_Gain,Swap_Loss,Swap_Collat,Net_Swap_Gain,Net_Swap_Loss,Fwd_GL,Fwd_Gain,Fwd_Loss,Fut_Collat,Fut_Margin,Repo_GL,Repo_Collat,Net_Exposure,Pos_Neg_Ind,NetSwapOptUnreal,NetFwdOptUnreal,AllCollateral,NetSwapOptExposure,GrossOTCPosExposure,GrossOTCNegExposure,FuturesMargin,FuturesCollateral,FuturesExposure,RepoExposure,AnyExposure,SwapFwdGain,SwapFwdLoss,SwapFwdGL,ViewAnyGain,ViewAnyLoss,NotionalMvUSD,LookThruExposure,CashMVUSDInvested,CashMVUSDSubCustAcct,Loan_Pos,Loan_Neg,Loan_Net,Option_Collat,InvestmentGroup,Repo_Gain,Repo_Loss,NettingAgreementInPlace,NettingAgreementApplied,CCPId,CCMarketValueUSD,cleared_otc_collat,IsClearable
6248324,1/28/2005,A9S9X2I,21,2464,CURRCONT       ,FORWARD,NL,OTC,13580419.66,0,0,0,,80325.71,0,80325.71,80325.71,0,,0,0,,80325.71,P,0,80325.71,0,80325.71,80325.71,0,0,0,0,0,80325.71,80325.71,0,80325.71,80325.71,0,13580419.66,,,,0,0,0,,GE,0,0,,0,-1,0,,
6248958,1/28/2005,A9S9X2I,11,2363,CURRCONT       ,FORWARD,MY,OTC,-46154114.69,0,0,0,,-305938.92,0,-305938.92,0,-305938.92,,0,0,,-305938.92,P,0,-305938.92,0,-305938.92,-305938.92,0,0,0,0,0,-305938.92,0,-305938.92,-305938.92,-305938.92,0,-46154114.69,,,,0,0,0,,GE,0,0,,0,-1,0,,
6248959,1/28/2005,A9S9X2I,11,2363,CURRCONT       ,FORWARD,MY,OTC,-59306348.98,0,0,0,,-84472.25,0,-84472.25,0,-84472.25,,0,0,,-84472.25,P,0,-84472.25,0,-84472.25,-84472.25,0,0,0,0,0,-84472.25,0,-84472.25,-84472.25,-84472.25,0,-59306348.98,,,,0,0,0,,GE,0,0,,0,-1,0,,
6248768,1/28/2005,A9S9X2I,11,2363,CURRCONT       ,FORWARD,MY,OTC,-8086717.237,0,0,0,,120139.28,0,120139.28,120139.28,0,,0,0,,120139.28,P,0,120139.28,0,120139.28,120139.28,0,0,0,0,0,120139.28,120139.28,0,120139.28,120139.28,0,-8086717.24,,,,0,0,0,,GE,0,0,,0,-1,0,,
6248954,1/28/2005,A9S9X2I,11,2367,CURRCONT       ,FORWARD,CZ,OTC,-35500533.16,0,0,0,,-55401.04,0,-55401.04,0,-55401.04,,0,0,,-55401.04,P,0,-55401.04,0,-55401.04,-55401.04,0,0,0,0,0,-55401.04,0,-55401.04,-55401.04,-55401.04,0,-35500533.16,,,,0,0,0,,GE,0,0,,0,-1,0,,
6248766,1/28/2005,A9S9X2I,11,2367,CURRCONT       ,FORWARD,CZ,OTC,-26651820.12,0,0,0,,1098830.28,0,1098830.28,1098830.28,0,,0,0,,1098830.28,P,0,1098830.28,0,1098830.28,1098830.28,0,0,0,0,0,1098830.28,1098830.28,0,1098830.28,1098830.28,0,-26651820.12,,,,0,0,0,,GE,0,0,,0,-1,0,,
6248767,1/28/2005,A9S9X2I,11,2367,CURRCONT       ,FORWARD,CZ,OTC,-8894154.27,0,0,0,,343854.99,0,343854.99,343854.99,0,,0,0,,343854.99,P,0,343854.99,0,343854.99,343854.99,0,0,0,0,0,343854.99,343854.99,0,343854.99,343854.99,0,-8894154.27,,,,0,0,0,,GE,0,0,,0,-1,0,,
6248955,1/28/2005,A9S9X2I,11,2375,CURRCONT       ,FORWARD,SG,OTC,-17972399.71,0,0,0,,-114326.4,0,-114326.4,0,-114326.4,,0,0,,-114326.4,P,0,-114326.4,0,-114326.4,-114326.4,0,0,0,0,0,-114326.4,0,-114326.4,-114326.4,-114326.4,0,-17972399.71,,,,0,0,0,,GE,0,0,,0,-1,0,,
6248956,1/28/2005,A9S9X2I,11,2375,CURRCONT       ,FORWARD,SG,OTC,-94043355.9,0,0,0,,-415530.49,0,-415530.49,0,-415530.49,,0,0,,-415530.49,P,0,-415530.49,0,-415530.49,-415530.49,0,0,0,0,0,-415530.49,0,-415530.49,-415530.49,-415530.49,0,-94043355.9,,,,0,0,0,,GE,0,0,,0,-1,0,,
6248763,1/28/2005,A9S9X2I,11,2379,CURRCONT       ,FORWARD,AR,OTC,-33814242.47,0,0,0,,107220.99,0,107220.99,107220.99,0,,0,0,,107220.99,P,0,107220.99,0,107220.99,107220.99,0,0,0,0,0,107220.99,107220.99,0,107220.99,107220.99,0,-33814242.47,,,,0,0,0,,GE,0,0,,0,-1,0,,
6248957,1/28/2005,A9S9X2I,11,2379,CURRCONT       ,FORWARD,AR,OTC,-33799749.63,0,0,0,,-37639.88,0,-37639.88,0,-37639.88,,0,0,,-37639.88,P,0,-37639.88,0,-37639.88,-37639.88,0,0,0,0,0,-37639.88,0,-37639.88,-37639.88,-37639.88,0,-33799749.63,,,,0,0,0,,GE,0,0,,0,-1,0,,
6248764,1/28/2005,A9S9X2I,11,2382,CURRCONT       ,FORWARD,ZA,OTC,-42238262.75,0,0,0,,36970.4,0,36970.4,36970.4,0,,0,0,,36970.4,P,0,36970.4,0,36970.4,36970.4,0,0,0,0,0,36970.4,36970.4,0,36970.4,36970.4,0,-42238262.75,,,,0,0,0,,GE,0,0,,0,-1,0,,
6248765,1/28/2005,A9S9X2I,11,2389,CURRCONT       ,FORWARD,ID,OTC,-104694376.8,0,0,0,,412675.5,0,412675.5,412675.5,0,,0,0,,412675.5,P,0,412675.5,0,412675.5,412675.5,0,0,0,0,0,412675.5,412675.5,0,412675.5,412675.5,0,-104694376.8,,,,0,0,0,,GE,0,0,,0,-1,0,,
6248759,1/28/2005,A9S9X2I,11,2403,CURRCONT       ,FORWARD,UA,OTC,-39523502.9,0,0,0,,375202.03,0,375202.03,375202.03,0,,0,0,,375202.03,P,0,375202.03,0,375202.03,375202.03,0,0,0,0,0,375202.03,375202.03,0,375202.03,375202.03,0,-39523502.9,,,,0,0,0,,GE,0,0,,0,-1,0,,
6248953,1/28/2005,A9S9X2I,11,2403,CURRCONT       ,FORWARD,UA,OTC,-2085658.79,0,0,0,,-2693.7,0,-2693.7,0,-2693.7,,0,0,,-2693.7,P,0,-2693.7,0,-2693.7,-2693.7,0,0,0,0,0,-2693.7,0,-2693.7,-2693.7,-2693.7,0,-2085658.79,,,,0,0,0,,GE,0,0,,0,-1,0,,
6248950,1/28/2005,A9S9X2I,11,2409,CURRCONT       ,FORWARD,MK,OTC,-19016107.07,0,0,0,,-70295.54,0,-70295.54,0,-70295.54,,0,0,,-70295.54,P,0,-70295.54,0,-70295.54,-70295.54,0,0,0,0,0,-70295.54,0,-70295.54,-70295.54,-70295.54,0,-19016107.07,,,,0,0,0,,GE,0,0,,0,-1,0,,
6248951,1/28/2005,A9S9X2I,11,2409,CURRCONT       ,FORWARD,MK,OTC,-19033214.63,0,0,0,,-269672.41,0,-269672.41,0,-269672.41,,0,0,,-269672.41,P,0,-269672.41,0,-269672.41,-269672.41,0,0,0,0,0,-269672.41,0,-269672.41,-269672.41,-269672.41,0,-19033214.63,,,,0,0,0,,GE,0,0,,0,-1,0,,
6248952,1/28/2005,A9S9X2I,11,2410,CURRCONT       ,FORWARD,NL,OTC,-22448051.71,0,0,0,,-128095.91,0,-128095.91,0,-128095.91,,0,0,,-128095.91,P,0,-128095.91,0,-128095.91,-128095.91,0,0,0,0,0,-128095.91,0,-128095.91,-128095.91,-128095.91,0,-22448051.71,,,,0,0,0,,GE,0,0,,0,-1,0,,
6248760,1/28/2005,A9S9X2I,11,2410,CURRCONT       ,FORWARD,NL,OTC,-22438095.61,0,0,0,,281519.03,0,281519.03,281519.03,0,,0,0,,281519.03,P,0,281519.03,0,281519.03,281519.03,0,0,0,0,0,281519.03,281519.03,0,281519.03,281519.03,0,-22438095.61,,,,0,0,0,,GE,0,0,,0,-1,0,,
6248761,1/28/2005,A9S9X2I,11,2417,CURRCONT       ,FORWARD,MY,OTC,46322919.05,0,0,0,,302445.65,0,302445.65,302445.65,0,,0,0,,302445.65,P,0,302445.65,0,302445.65,302445.65,0,0,0,0,0,302445.65,302445.65,0,302445.65,302445.65,0,46322919.05,,,,0,0,0,,GE,0,0,,0,-1,0,,
6248762,1/28/2005,A9S9X2I,11,2417,CURRCONT       ,FORWARD,MY,OTC,21070180.19,0,0,0,,157321.32,0,157321.32,157321.32,0,,0,0,,157321.32,P,0,157321.32,0,157321.32,157321.32,0,0,0,0,0,157321.32,157321.32,0,157321.32,157321.32,0,21070180.19,,,,0,0,0,,GE,0,0,,0,-1,0,,
6248753,1/28/2005,A9S9X2I,11,2421,CURRCONT       ,FORWARD,CZ,OTC,35546009.15,0,0,0,,53462.95,0,53462.95,53462.95,0,,0,0,,53462.95,P,0,53462.95,0,53462.95,53462.95,0,0,0,0,0,53462.95,53462.95,0,53462.95,53462.95,0,35546009.15,,,,0,0,0,,GE,0,0,,0,-1,0,,
6248946,1/28/2005,A9S9X2I,11,2429,CURRCONT       ,FORWARD,SG,OTC,112015754,0,0,0,,-1479823.69,0,-1479823.69,0,-1479823.69,,0,0,,-1479823.69,P,0,-1479823.69,0,-1479823.69,-1479823.69,0,0,0,0,0,-1479823.69,0,-1479823.69,-1479823.69,-1479823.69,0,112015754,,,,0,0,0,,GE,0,0,,0,-1,0,,
6248754,1/28/2005,A9S9X2I,11,2433,CURRCONT       ,FORWARD,AR,OTC,33814243.61,0,0,0,,37470.17,0,37470.17,37470.17,0,,0,0,,37470.17,P,0,37470.17,0,37470.17,37470.17,0,0,0,0,0,37470.17,37470.17,0,37470.17,37470.17,0,33814243.61,,,,0,0,0,,GE,0,0,,0,-1,0,,
6248947,1/28/2005,A9S9X2I,11,2436,CURRCONT       ,FORWARD,ZA,OTC,42238262.77,0,0,0,,-46798.86,0,-46798.86,0,-46798.86,,0,0,,-46798.86,P,0,-46798.86,0,-46798.86,-46798.86,0,0,0,0,0,-46798.86,0,-46798.86,-46798.86,-46798.86,0,42238262.77,,,,0,0,0,,GE,0,0,,0,-1,0,,
6248948,1/28/2005,A9S9X2I,11,2443,CURRCONT       ,FORWARD,ID,OTC,104722672.1,0,0,0,,-416193.49,0,-416193.49,0,-416193.49,,0,0,,-416193.49,P,0,-416193.49,0,-416193.49,-416193.49,0,0,0,0,0,-416193.49,0,-416193.49,-416193.49,-416193.49,0,104722672.1,,,,0,0,0,,GE,0,0,,0,-1,0,,
6248755,1/28/2005,A9S9X2I,11,2443,CURRCONT       ,FORWARD,ID,OTC,55238012.08,0,0,0,,393631.04,0,393631.04,393631.04,0,,0,0,,393631.04,P,0,393631.04,0,393631.04,393631.04,0,0,0,0,0,393631.04,393631.04,0,393631.04,393631.04,0,55238012.08,,,,0,0,0,,GE,0,0,,0,-1,0,,
6248756,1/28/2005,A9S9X2I,11,2443,CURRCONT       ,FORWARD,ID,OTC,49456358.77,0,0,0,,466987.7,0,466987.7,466987.7,0,,0,0,,466987.7,P,0,466987.7,0,466987.7,466987.7,0,0,0,0,0,466987.7,466987.7,0,466987.7,466987.7,0,49456358.77,,,,0,0,0,,GE,0,0,,0,-1,0,,
6248949,1/28/2005,A9S9X2I,11,2457,CURRCONT       ,FORWARD,UA,OTC,41609161.72,0,0,0,,-403099.21,0,-403099.21,0,-403099.21,,0,0,,-403099.21,P,0,-403099.21,0,-403099.21,-403099.21,0,0,0,0,0,-403099.21,0,-403099.21,-403099.21,-403099.21,0,41609161.72,,,,0,0,0,,GE,0,0,,0,-1,0,,
6248757,1/28/2005,A9S9X2I,11,2463,CURRCONT       ,FORWARD,MK,OTC,19033211.36,0,0,0,,69908.49,0,69908.49,69908.49,0,,0,0,,69908.49,P,0,69908.49,0,69908.49,69908.49,0,0,0,0,0,69908.49,69908.49,0,69908.49,69908.49,0,19033211.36,,,,0,0,0,,GE,0,0,,0,-1,0,,
6248758,1/28/2005,A9S9X2I,11,2464,CURRCONT       ,FORWARD,NL,OTC,22438092.35,0,0,0,,128278.46,0,128278.46,128278.46,0,,0,0,,128278.46,P,0,128278.46,0,128278.46,128278.46,0,0,0,0,0,128278.46,128278.46,0,128278.46,128278.46,0,22438092.35,,,,0,0,0,,GE,0,0,,0,-1,0,,
6252464,1/28/2005,A9S9X2IX,22,2630,Cash BBH,,ES,CASH,5008.52,,,,,0,0,,,,,,,,0,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,5008.52,,,,,,GE,,,,0,-1,,,
6252465,1/28/2005,A9S9X2IX,22,2630,Cash BBH,,ES,CASH,0.107991361,,,,,0,0,,,,,,,,0,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.107991361,,,,,,GE,,,,0,-1,,,
6252466,1/28/2005,A9S9X2IX,22,2630,Cash BBH,,ES,CASH,0.0679975,,,,,0,0,,,,,,,,0,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0679975,,,,,,GE,,,,0,-1,,,
6252467,1/28/2005,A9S9X2IX,22,2630,Cash BBH,,ES,CASH,0.000908451,,,,,0,0,,,,,,,,0,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.000908451,,,,,,GE,,,,0,-1,,,
6251510,1/28/2005,B9X2I9X2I,45,2671,MUTUAL FUND,,ES,CASH,61604854.65,,,,,0,0,,,,,,,,0,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,61604854.65,,,,,,AA        ,,,,0,-1,,,
6251504,1/28/2005,B9X2I9X2I,21,2597,Cash SSB,,ES,CASH,57142.59,,,,,0,0,,,,,,,,0,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,57142.59,,,,,,AA        ,,,,0,-1,,,
6251995,1/28/2005,B9X2IO9X2I,48,2594,Cash SSB,,ES,CASH,6708434.48,,,,,0,0,,,,,,,,0,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,6708434.48,,,,,,AA        ,,,,0,-1,,,
6251601,1/28/2005,BA99X2I,48,2597,Cash SSB,,ES,CASH,359961101.8,,,,,0,0,,,,,,,,0,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,359961101.8,,,,,,AA        ,,,,0,-1,,,
6250621,1/28/2005,BA99X2I,11,Option_Collat_Native,Option_Collat_Native,Option_Collat_Native,ES,Option,,,,,,0,0,,,,,,,,64528447.34,P,0,0,-64528447.34,0,0,0,0,0,0,0,64528447.34,0,0,0,0,0,,,,,,,,-64528447.34,AA        ,,,,0,-1,,,
6250622,1/28/2005,BA99X2I,11,Option_Collat_Native,Option_Collat_Native,Option_Collat_Native,ES,Option,,,,,,0,0,,,,,,,,49977450,P,0,0,-49977450,0,0,0,0,0,0,0,49977450,0,0,0,0,0,,,,,,,,-49977450,AA        ,,,,0,-1,,,
6250623,1/28/2005,BA99X2I,11,Option_Collat_Native,Option_Collat_Native,Option_Collat_Native,ES,Option,,,,,,0,0,,,,,,,,17878998.72,P,0,0,-17878998.72,0,0,0,0,0,0,0,17878998.72,0,0,0,0,0,,,,,,,,-17878998.72,AA        ,,,,0,-1,,,
6250624,1/28/2005,BA99X2I,11,Option_Collat_Native,Option_Collat_Native,Option_Collat_Native,ES,Option,,,,,,0,0,,,,,,,,93790122.66,P,0,0,-93790122.66,0,0,0,0,0,0,0,93790122.66,0,0,0,0,0,,,,,,,,-93790122.66,AA        ,,,,0,-1,,,
6250625,1/28/2005,BA99X2I,11,Option_Collat_Native,Option_Collat_Native,Option_Collat_Native,ES,Option,,,,,,0,0,,,,,,,,174993175,P,0,0,-174993175,0,0,0,0,0,0,0,174993175,0,0,0,0,0,,,,,,,,-174993175,AA        ,,,,0,-1,,,
6246340,1/28/2005,BA99X2I,22,2410,CURRCONT       ,FORWARD,NL,OTC,-21694275.21,0,0,0,,0,-55700.95,-55700.95,0,-55700.95,,0,0,,-55700.95,N,0,-55700.95,0,-55700.95,0,-55700.95,0,0,0,0,-55700.95,0,-55700.95,-55700.95,0,-55700.95,-21694275.21,,,,0,0,0,,AA        ,0,0,,0,-1,0,,
6249010,1/28/2005,BA99X2I,11,2363,CURRCONT       ,FORWARD,MY,OTC,-90523322.81,0,0,0,,-844750.34,0,-844750.34,0,-844750.34,,0,0,,-844750.34,P,0,-844750.34,0,-844750.34,-844750.34,0,0,0,0,0,-844750.34,0,-844750.34,-844750.34,-844750.34,0,-90523322.81,,,,0,0,0,,AA        ,0,0,,0,-1,0,,
6248504,1/28/2005,BA99X2I,11,2372,CURRCONT       ,FORWARD,DK,OTC,-1897667.169,0,0,0,,482.31,0,482.31,482.31,0,,0,0,,482.31,P,0,482.31,0,482.31,482.31,0,0,0,0,0,482.31,482.31,0,482.31,482.31,0,-1897667.17,,,,0,0,0,,AA        ,0,0,,0,-1,0,,
6248505,1/28/2005,BA99X2I,11,2379,CURRCONT       ,FORWARD,AR,OTC,-159539692.9,0,0,0,,883753.59,0,883753.59,883753.59,0,,0,0,,883753.59,P,0,883753.59,0,883753.59,883753.59,0,0,0,0,0,883753.59,883753.59,0,883753.59,883753.59,0,-159539692.9,,,,0,0,0,,AA        ,0,0,,0,-1,0,,
6248506,1/28/2005,BA99X2I,11,2379,CURRCONT       ,FORWARD,AR,OTC,-160603516.6,0,0,0,,388238.42,0,388238.42,388238.42,0,,0,0,,388238.42,P,0,388238.42,0,388238.42,388238.42,0,0,0,0,0,388238.42,388238.42,0,388238.42,388238.42,0,-160603516.6,,,,0,0,0,,AA        ,0,0,,0,-1,0,,
6249011,1/28/2005,BA99X2I,11,2396,CURRCONT       ,FORWARD,NO,OTC,-4847568.989,0,0,0,,-10189.95,0,-10189.95,0,-10189.95,,0,0,,-10189.95,P,0,-10189.95,0,-10189.95,-10189.95,0,0,0,0,0,-10189.95,0,-10189.95,-10189.95,-10189.95,0,-4847568.99,,,,0,0,0,,AA        ,0,0,,0,-1,0,,
6248503,1/28/2005,BA99X2I,11,2457,CURRCONT       ,FORWARD,UA,OTC,1857345.279,0,0,0,,336.53,0,336.53,336.53,0,,0,0,,336.53,P,0,336.53,0,336.53,336.53,0,0,0,0,0,336.53,336.53,0,336.53,336.53,0,1857345.28,,,,0,0,0,,AA        ,0,0,,0,-1,0,,
6238184,1/28/2005,BA99X2I,3,2372,CURRCONT       ,FORWARD,DK,OTC,-5127292.046,0,0,0,,0,-1059.2,-1059.2,0,-1059.2,,0,0,,-1059.2,N,0,-1059.2,0,-1059.2,0,-1059.2,0,0,0,0,-1059.2,0,-1059.2,-1059.2,0,-1059.2,-5127292.05,,,,0,0,0,,AA        ,0,0,,0,-1,0,,
6239773,1/28/2005,BA99X2I,3,2375,CURRCONT       ,FORWARD,SG,OTC,-244015225,0,0,0,,0,2876736.3,2876736.3,2876736.3,0,,0,0,,2876736.3,N,0,2876736.3,0,2876736.3,0,2876736.3,0,0,0,0,2876736.3,2876736.3,0,2876736.3,0,2876736.3,-244015225,,,,0,0,0,,AA        ,0,0,,0,-1,0,,
6239777,1/28/2005,BA99X2I,3,2379,CURRCONT       ,FORWARD,AR,OTC,-160603298.6,0,0,0,,0,1091429.1,1091429.1,1091429.1,0,,0,0,,1091429.1,N,0,1091429.1,0,1091429.1,0,1091429.1,0,0,0,0,1091429.1,1091429.1,0,1091429.1,0,1091429.1,-160603298.6,,,,0,0,0,,AA        ,0,0,,0,-1,0,,
6239778,1/28/2005,BA99X2I,3,2379,CURRCONT       ,FORWARD,AR,OTC,-74701499.32,0,0,0,,0,280480.31,280480.31,280480.31,0,,0,0,,280480.31,N,0,280480.31,0,280480.31,0,280480.31,0,0,0,0,280480.31,280480.31,0,280480.31,0,280480.31,-74701499.32,,,,0,0,0,,AA        ,0,0,,0,-1,0,,
6238185,1/28/2005,BA99X2I,3,2389,CURRCONT       ,FORWARD,ID,OTC,-121775250.1,0,0,0,,0,-2898327.06,-2898327.06,0,-2898327.06,,0,0,,-2898327.06,N,0,-2898327.06,0,-2898327.06,0,-2898327.06,0,0,0,0,-2898327.06,0,-2898327.06,-2898327.06,0,-2898327.06,-121775250.1,,,,0,0,0,,AA        ,0,0,,0,-1,0,,
6238186,1/28/2005,BA99X2I,3,2389,CURRCONT       ,FORWARD,ID,OTC,-121775191.3,0,0,0,,0,-3160238.48,-3160238.48,0,-3160238.48,,0,0,,-3160238.48,N,0,-3160238.48,0,-3160238.48,0,-3160238.48,0,0,0,0,-3160238.48,0,-3160238.48,-3160238.48,0,-3160238.48,-121775191.3,,,,0,0,0,,AA        ,0,0,,0,-1,0,,
6239776,1/28/2005,BA99X2I,3,2395,CURRCONT       ,FORWARD,JP,OTC,-6727479.915,0,0,0,,0,10503.48,10503.48,10503.48,0,,0,0,,10503.48,N,0,10503.48,0,10503.48,0,10503.48,0,0,0,0,10503.48,10503.48,0,10503.48,0,10503.48,-6727479.92,,,,0,0,0,,AA        ,0,0,,0,-1,0,,
6238187,1/28/2005,BA99X2I,3,2395,CURRCONT       ,FORWARD,JP,OTC,-478710,0,0,0,,0,-657.76,-657.76,0,-657.76,,0,0,,-657.76,N,0,-657.76,0,-657.76,0,-657.76,0,0,0,0,-657.76,0,-657.76,-657.76,0,-657.76,-478710,,,,0,0,0,,AA        ,0,0,,0,-1,0,,
6238188,1/28/2005,BA99X2I,3,2395,CURRCONT       ,FORWARD,JP,OTC,-291351.9395,0,0,0,,0,-30.92,-30.92,0,-30.92,,0,0,,-30.92,N,0,-30.92,0,-30.92,0,-30.92,0,0,0,0,-30.92,0,-30.92,-30.92,0,-30.92,-291351.94,,,,0,0,0,,AA        ,0,0,,0,-1,0,,
6238183,1/28/2005,BA99X2I,3,2410,CURRCONT       ,FORWARD,NL,OTC,-21741691.51,0,0,0,,0,-120661.92,-120661.92,0,-120661.92,,0,0,,-120661.92,N,0,-120661.92,0,-120661.92,0,-120661.92,0,0,0,0,-120661.92,0,-120661.92,-120661.92,0,-120661.92,-21741691.51,,,,0,0,0,,AA        ,0,0,,0,-1,0,,
6238193,1/28/2005,BA99X2I,3,2443,CURRCONT       ,FORWARD,ID,OTC,84554832.72,0,0,0,,0,-4699.45,-4699.45,0,-4699.45,,0,0,,-4699.45,N,0,-4699.45,0,-4699.45,0,-4699.45,0,0,0,0,-4699.45,0,-4699.45,-4699.45,0,-4699.45,84554832.72,,,,0,0,0,,AA        ,0,0,,0,-1,0,,
6238194,1/28/2005,BA99X2I,3,2464,CURRCONT       ,FORWARD,NL,OTC,55630090.84,0,0,0,,0,-1171.42,-1171.42,0,-1171.42,,0,0,,-1171.42,N,0,-1171.42,0,-1171.42,0,-1171.42,0,0,0,0,-1171.42,0,-1171.42,-1171.42,0,-1171.42,55630090.84,,,,0,0,0,,AA        ,0,0,,0,-1,0,,
6242291,1/28/2005,BA99X2I,8,2375,CURRCONT       ,FORWARD,SG,OTC,-127969228,0,0,0,,0,235954.56,235954.56,235954.56,0,,0,0,,235954.56,N,0,235954.56,0,235954.56,0,235954.56,0,0,0,0,235954.56,235954.56,0,235954.56,0,235954.56,-127969228,,,,0,0,0,,AA        ,0,0,,0,-1,0,,
6242292,1/28/2005,BA99X2I,8,2375,CURRCONT       ,FORWARD,SG,OTC,-244015224.2,0,0,0,,0,3030868,3030868,3030868,0,,0,0,,3030868,N,0,3030868,0,3030868,0,3030868,0,0,0,0,3030868,3030868,0,3030868,0,3030868,-244015224.2,,,,0,0,0,,AA        ,0,0,,0,-1,0,,
6242703,1/28/2005,BA99X2I,8,2389,CURRCONT       ,FORWARD,ID,OTC,-121375642.5,0,0,0,,0,-3036706.59,-3036706.59,0,-3036706.59,,0,0,,-3036706.59,N,0,-3036706.59,0,-3036706.59,0,-3036706.59,0,0,0,0,-3036706.59,0,-3036706.59,-3036706.59,0,-3036706.59,-121375642.5,,,,0,0,0,,AA        ,0,0,,0,-1,0,,
6242704,1/28/2005,BA99X2I,8,2389,CURRCONT       ,FORWARD,ID,OTC,-121775212.7,0,0,0,,0,-3064770.16,-3064770.16,0,-3064770.16,,0,0,,-3064770.16,N,0,-3064770.16,0,-3064770.16,0,-3064770.16,0,0,0,0,-3064770.16,0,-3064770.16,-3064770.16,0,-3064770.16,-121775212.7,,,,0,0,0,,AA        ,0,0,,0,-1,0,,
6242705,1/28/2005,BA99X2I,8,2403,CURRCONT       ,FORWARD,UA,OTC,-20011824.57,0,0,0,,0,-146634.98,-146634.98,0,-146634.98,,0,0,,-146634.98,N,0,-146634.98,0,-146634.98,0,-146634.98,0,0,0,0,-146634.98,0,-146634.98,-146634.98,0,-146634.98,-20011824.57,,,,0,0,0,,AA        ,0,0,,0,-1,0,,
6242706,1/28/2005,BA99X2I,8,2409,CURRCONT       ,FORWARD,MK,OTC,-2680446.54,0,0,0,,0,-2672.43,-2672.43,0,-2672.43,,0,0,,-2672.43,N,0,-2672.43,0,-2672.43,0,-2672.43,0,0,0,0,-2672.43,0,-2672.43,-2672.43,0,-2672.43,-2680446.54,,,,0,0,0,,AA        ,0,0,,0,-1,0,,
6242701,1/28/2005,BA99X2I,8,2410,CURRCONT       ,FORWARD,NL,OTC,-21748135.11,0,0,0,,0,-55935.48,-55935.48,0,-55935.48,,0,0,,-55935.48,N,0,-55935.48,0,-55935.48,0,-55935.48,0,0,0,0,-55935.48,0,-55935.48,-55935.48,0,-55935.48,-21748135.11,,,,0,0,0,,AA        ,0,0,,0,-1,0,,
6242707,1/28/2005,BA99X2I,8,2410,CURRCONT       ,FORWARD,NL,OTC,-21765532.58,0,0,0,,0,-46561.99,-46561.99,0,-46561.99,,0,0,,-46561.99,N,0,-46561.99,0,-46561.99,0,-46561.99,0,0,0,0,-46561.99,0,-46561.99,-46561.99,0,-46561.99,-21765532.58,,,,0,0,0,,AA        ,0,0,,0,-1,0,,
6242702,1/28/2005,BA99X2I,8,2433,CURRCONT       ,FORWARD,AR,OTC,94066944.89,0,0,0,,0,-86262.87,-86262.87,0,-86262.87,,0,0,,-86262.87,N,0,-86262.87,0,-86262.87,0,-86262.87,0,0,0,0,-86262.87,0,-86262.87,-86262.87,0,-86262.87,94066944.89,,,,0,0,0,,AA        ,0,0,,0,-1,0,,
6243760,1/28/2005,BA99X2I,9,2375,CURRCONT       ,FORWARD,SG,OTC,-244015224.5,0,0,0,,2981165.46,0,2981165.46,2981165.46,0,,0,0,,2981165.46,P,0,2981165.46,0,2981165.46,2981165.46,0,0,0,0,0,2981165.46,2981165.46,0,2981165.46,2981165.46,0,-244015224.5,,,,0,0,0,,AA        ,0,0,,0,-1,0,,
6243761,1/28/2005,BA99X2I,9,2375,CURRCONT       ,FORWARD,SG,OTC,-89082264.13,0,0,0,,11267.36,0,11267.36,11267.36,0,,0,0,,11267.36,P,0,11267.36,0,11267.36,11267.36,0,0,0,0,0,11267.36,11267.36,0,11267.36,11267.36,0,-89082264.13,,,,0,0,0,,AA        ,0,0,,0,-1,0,,
6243762,1/28/2005,BA99X2I,9,2396,CURRCONT       ,FORWARD,NO,OTC,-21377524.12,0,0,0,,198731.6,0,198731.6,198731.6,0,,0,0,,198731.6,P,0,198731.6,0,198731.6,198731.6,0,0,0,0,0,198731.6,198731.6,0,198731.6,198731.6,0,-21377524.12,,,,0,0,0,,AA        ,0,0,,0,-1,0,,
6243763,1/28/2005,BA99X2I,9,2409,CURRCONT       ,FORWARD,MK,OTC,-23302524.78,0,0,0,,79903.33,0,79903.33,79903.33,0,,0,0,,79903.33,P,0,79903.33,0,79903.33,79903.33,0,0,0,0,0,79903.33,79903.33,0,79903.33,79903.33,0,-23302524.78,,,,0,0,0,,AA        ,0,0,,0,-1,0,,
